hours.Wednesday,attributes.Ambience.divey,attributes.Music.live,attributes.HairSpecializesIn.kids,attributes.RestaurantsDelivery,attributes.Ambience.trendy,attributes.DogsAllowed,attributes.CoatCheck,postal_code,attributes.Smoking,hours.Thursday,attributes.HairSpecializesIn.straightperms,city,attributes.HairSpecializesIn.curly,attributes.Music.no_music,hours.Tuesday,attributes.HairSpecializesIn.coloring,attributes.GoodForKids,attributes.BestNights.sunday,attributes.BYOB,attributes.Ambience.casual,attributes.HairSpecializesIn.africanamerican,hours.Friday,stars,latitude,attributes.Alcohol,attributes.RestaurantsPriceRange2,attributes.Ambience.classy,attributes.RestaurantsTableService,attributes.GoodForMeal.latenight,business_id,attributes.GoodForMeal.dessert,attributes.Ambience.touristy,attributes.BusinessParking.validated,attributes.GoodForMeal.lunch,attributes.RestaurantsGoodForGroups,categories,attributes.GoodForMeal.brunch,name,attributes.BusinessParking.valet,attributes.BusinessAcceptsBitcoin,attributes.HappyHour,longitude,attributes.Ambience.hipster,attributes.BusinessParking.lot,attributes.BestNights.wednesday,is_open,attributes.Ambience.intimate,attributes.Music.background_music,neighborhood,attributes.BusinessParking.garage,attributes.BestNights.friday,attributes.WheelchairAccessible,hours.Monday,attributes.Music.karaoke,hours.Saturday,review_count,attributes.GoodForMeal.breakfast,attributes.NoiseLevel,attributes.Music.dj,attributes.HairSpecializesIn.perms,attributes.HairSpecializesIn.extensions,attributes.BestNights.saturday,state,attributes.BestNights.monday,attributes.BestNights.thursday,attributes.BusinessAcceptsCreditCards,attributes.DriveThru,attributes.HasTV,attributes.WiFi,attributes.GoodForMeal.dinner,attributes.BYOBCorkage,attributes.HairSpecializesIn.asian,attributes.BusinessParking.street,address,attributes.RestaurantsAttire,hours.Sunday,attributes.BestNights.tuesday,attributes.GoodForDancing,attributes.ByAppointmentOnly,attributes.Caters,attributes.AcceptsInsurance,attributes.RestaurantsReservations,attributes.Music.video,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating
10:00-21:00,,,,,,,,44143,,10:00-21:00,,Richmond Heights,,,10:00-21:00,,,,,,,10:00-21:00,2.0,41.5417162,,2,,,,YDf95gJZaq05wvo7hTQbbQ,,,False,,,"[u'Shopping', u'Shopping Centers']",,Richmond Town Square,False,,,-81.4931165,,True,,1,,,,False,,True,10:00-21:00,,10:00-21:00,17,,,,,,,OH,,,,,,,,,,False,691 Richmond Rd,,11:00-18:00,,,,,,,,,,,,True,
10:00-22:00,False,,,True,False,,,28215,,10:00-22:00,,Charlotte,,,10:00-22:00,,True,,,False,,10:00-22:00,4.5,35.23687,,2,False,,False,mLwM-h2YhXl2NCgdS84_Bw,False,False,,False,True,"[u'Food', u'Soul Food', u'Convenience Stores', u'Restaurants']",False,South Florida Style Chicken & Ribs,,,,-80.7419759,False,,,0,False,,Eastland,,,,10:00-22:00,,10:00-22:00,4,False,average,,,,,NC,,,False,,False,,False,,,,2824 Milton Rd,casual,10:00-22:00,,,,,,False,,False,,False,True,,False
10:00-19:00,,,,,,,,M4K 1N7,,10:00-19:00,,Toronto,,,10:00-19:00,,,,,,,10:00-19:00,4.5,43.6771258,,2,,,,v2WhjAB3PIBA8J8VxG3wEg,,,False,,,"[u'Food', u'Coffee & Tea']",,The Tea Emporium,False,,,-79.3532848,,False,,0,,,Riverdale,False,,True,10:00-19:00,,10:00-18:00,7,,,,,,,ON,,,True,,,no,,,,True,337 Danforth Avenue,,12:00-17:00,,,,,,,,,,,,True,False
9:00-17:00,,,,,,,,85258,,9:00-17:00,,Scottsdale,,,9:00-17:00,,,,,,,9:00-17:00,3.0,33.5650816,,,,,,CVtCbSB1zUcUWg-9TNGTuQ,,,,,,"[u'Professional Services', u'Matchmakers']",,TRUmatch,,,,-111.9164003,,,,1,,,,,,,9:00-17:00,,,3,,,,,,,AZ,,,,,,,,,,,"7702 E Doubletree Ranch Rd, Ste 300",,,,,,,,,,,,,,,
,False,,,False,False,,,85016,,,,Phoenix,,,,,True,,,False,,,4.5,33.5059283,none,1,False,False,False,duHFBe87uNSXImQmvBh87Q,False,False,False,False,True,"[u'Sandwiches', u'Restaurants']",False,Blimpie,False,,,-112.0388474,False,False,,0,False,,,False,,,,,,10,False,quiet,,,,,AZ,,,True,,False,no,False,,,False,4719 N 20Th St,casual,,,,,True,,False,,False,,False,True,True,False
10:00-20:00,,,,,,,,85016,,10:00-20:00,,Phoenix,,,10:00-20:00,,,,,,,10:00-21:00,5.0,33.5080678,,2,,,,uUEMrhJiL1a1pCA_I1SU7Q,,,False,,,"[u'Shopping', u'Tobacco Shops']",,Baxter's Cigars,False,,,-112.0375524,,True,,0,,,,False,,,10:00-20:00,,10:00-21:00,35,,,,,,,AZ,,,True,,,,,,,False,2017 E Camelback Rd,,10:00-19:00,,,,,,,,,,,,True,
14:30-17:00,,,,,,,,85016,,14:00-19:00,,Phoenix,,,14:00-19:00,,,,,,,9:00-12:00,5.0,33.5028476,,,,,,2eJEUJIP54tex7T9YOcLSw,,,,,,"[u'Chiropractors', u'Health & Medical']",,Back-Health Chiropractic,,,,-112.012696,,,,1,,,,,,,14:30-17:00,,,19,,,,,,,AZ,,,True,,,,,,,,"4425 N 24th St, Ste 125",,,,,True,,True,,,,,,,,
8:00-17:00,,,,,,,,15201,,8:00-17:00,,Pittsburgh,,,8:00-17:00,,,,,,,8:00-17:00,2.5,40.4859391,,,,,,fEylCY3UEH8YJ0Xa7lu6lA,,,,,,"[u'Automotive', u'Oil Change Stations', u'Car Wash', u'Auto Detailing']",,Auto Bathouse,,,,-79.9437273,,,,1,,,Lawrenceville,,,,8:00-17:00,,8:00-17:00,16,,,,,,,PA,,,True,,,,,,,,5770 Butler St,,8:00-16:30,,,,,,,,,,,,,
10:00-20:00,,,,,,True,,15317,,10:00-20:00,,McMurray,,,10:00-18:00,,,,,,,10:00-18:00,5.0,40.2904976,,2,,,,kFtuYklkAIlmYw8RZAieGw,,,False,,,"[u'Jewelry Repair', u'Gold Buyers', u'Local Services', u'Shopping', u'Appraisal Services', u'Jewelry']",,JAB Jewelry Designs,False,,,-80.1100212,,True,,1,,,,False,,True,10:00-18:00,,10:00-16:00,7,,,,,,,PA,,,True,,,,,,,False,3220 Washington Rd,,,,,False,,,,,,,,,True,
7:30-17:00,,,,,,,,85296,,7:30-17:00,,Gilbert,,,7:30-17:00,,,,,,,7:30-11:00,5.0,33.3245392,,,,,,NqiQdFa93wzUJGo29NbTPQ,,,,,,"[u'Health & Medical', u'Optometrists']",,Neighborhood Vision Center,,,,-111.7204486,,,,1,,,,,,,7:30-17:00,,,8,,,,,,,AZ,,,True,,,,,,,,"1425 S Higley Rd, Ste 103",,,,,True,,True,,,,,,,,
,,,,,,,,89135,,,,Las Vegas,,,,,True,,,,,,4.5,36.1590984,,,,,,N9BN9ldVl1FNzcB9_eAstw,,,False,,,"[u'Bowling', u'Active Life']",,Red Rock Bowling UYE Part 2,False,,,-115.3379148,,False,,1,,,Summerlin,True,,,,,,13,,,,,,,NV,,,True,,,,,,,False,11022 W Charleston Blvd,,,,,,,,,,,,,,True,
10:00-18:00,,,False,,,,,85258,,10:00-18:00,False,Scottsdale,False,,10:00-18:00,False,,,,,False,9:00-19:00,4.5,33.5704213907,,2,,,,6s3z3TlpHOIecuSyPEOp7A,,,False,,,"[u'Barbers', u""Men's Hair Salons"", u'Hair Removal', u'Waxing', u'Beauty & Spas', u'Hair Salons']",,Sq Cutz,False,,,-111.886491962,,True,,0,,,,False,,True,10:00-18:00,,9:00-18:00,7,,,,False,False,,AZ,,,True,,,,,,False,False,"9393 N 90th St, Ste 112",,,,,False,,,,,,,,,True,
5:00-0:00,,,,False,,,,85209,,5:00-0:00,,Mesa,,,5:00-0:00,,,,,,,5:00-0:00,2.0,33.3774281068,,2,,,,n33Izvzk_z9_51H6NsQF-A,,,False,,,"[u'Flowers & Gifts', u'Bakeries', u'Grocery', u'Shopping', u'Food', u'Florists']",,Safeway,False,,,-111.638108311,,True,,1,,,,False,,,5:00-0:00,,5:00-0:00,21,,,,,,,AZ,,,True,,,,,,,False,9101 E Baseline Rd,,5:00-0:00,,,,True,,,,,,,True,True,
8:00-17:00,,,,,,,,85323,,8:00-17:00,,Avondale,,,8:00-17:00,,,,,,,8:00-17:00,4.5,33.431335,,,,,,m06OZRFTaKKi6U0omfLq4g,,,,,,"[u'Landscape Architects', u'Home & Garden', u'Irrigation', u'Shopping', u'Home Services', u'Artificial Turf', u'Nurseries & Gardening', u'Gardeners', u'Landscaping', u'Contractors']",,Artificial Grass Masters,,False,,-112.325863,,,,1,,,,,,,8:00-17:00,,9:00-15:00,41,,,,,,,AZ,,,True,,,,,,,,12417 W Pima St,,,,,True,,,,,,,,,,
11:00-0:00,False,False,,False,False,,False,28105,,11:00-0:00,,Matthews,,False,11:00-0:00,,True,,,False,,11:00-1:00,2.0,35.135196,full_bar,2,False,False,False,SDMRxmcKPNt1AHPBKqO64Q,False,False,False,True,True,"[u'Burgers', u'Bars', u'Restaurants', u'Sports Bars', u'Nightlife', u'American (Traditional)']",False,Applebee's,False,,True,-80.7146829,False,False,,1,False,False,,False,,,11:00-0:00,False,11:00-1:00,21,False,average,False,,,,NC,,,True,False,True,free,False,,,False,9616 E Independence Blvd,casual,11:00-0:00,,False,,False,,False,False,False,False,False,True,True,False
11:30-22:00,,,,,,,,28164,,11:30-22:00,,Stanley,,,11:30-22:00,,,,,,,11:30-22:30,3.0,35.3550853,none,,,,,iFEiMJoEqyB9O8OUNSdLzA,,,,,,"[u'Chinese', u'Restaurants']",,China Garden,,,,-81.0872676,,,,1,,,,,,,11:30-22:00,,11:30-22:30,3,,,,,,,NC,,,,,,,,,,,190 E Dallas Rd,casual,11:30-22:00,,,,,,,,,,,,,False
7:00-19:00,,,,,,,,85210,,7:00-19:00,,Mesa,,,7:00-19:00,,,,,,,7:00-19:00,3.5,33.4132187,,,,,,qrAHt4wWRYWj1sEjxq574A,,,,,,"[u'Contractors', u'Roofing', u'Home Services']",,Beach Ventures Roofing,,,,-111.8314886,,,,1,,,,,,,7:00-19:00,,9:00-12:00,3,,,,,,,AZ,,,True,,,,,,,,62 S Ctr,,,,,True,,,,,,,,,,
8:30-18:00,,,,,,,,44121,,8:30-18:00,,Cleveland,,,8:30-18:00,,,,,,,8:30-18:00,3.0,41.5018198,,,,,,jqp5TibmgJZVFKHTp3XfqQ,,,,,,"[u'Car Wash', u'Automotive', u'Auto Detailing']",,Alpaul Automobile Wash,,,,-81.536776,,,,1,,,,,,,8:30-18:00,,8:30-18:00,25,,,,,,,OH,,,True,,,,,,,,2128 Warrensville Ctr Rd,,15:00-18:00,,,,,,,,,,,,,
9:00-20:00,,,,False,,,,44114,,9:00-20:00,,Cleveland,,,,,,,,,,9:00-20:00,4.0,41.5094078,,1,,,,1cLXGXThDYZ5WK_KpBLtkw,,,False,,,"[u'Food', u'Bakeries', u'Coffee & Tea']",,Koko Bakery,False,,,-81.6621618,,True,,1,,,Goodrich Kirtland,False,,True,9:00-20:00,,9:00-20:00,162,,,,,,,OH,,,True,,,free,,,,False,3710 Payne Ave,,9:00-20:00,,,,True,,,,,,,True,True,False
10:00-19:00,,,,,,,,89123,,10:00-19:00,,Las Vegas,,,10:00-19:00,,,,,,,10:00-19:00,3.5,36.0404133,,,,,,BmSJ6C7Y9s3tHotRetVbmA,,,,,,"[u'Financial Services', u'Banks & Credit Unions']",,U.S. Bank,,,,-115.119104,,,,1,,,Southeast,,,,10:00-19:00,,10:00-16:00,3,,,,,,,NV,,,,,,,,,,,2385 E Windmill Ln,,12:00-16:00,,,,,,,,,,,,,
8:00-18:00,,,,,,,,28134,,8:00-18:00,,Pineville,,,8:00-18:00,,,,,,,8:00-18:00,3.0,35.089534,,,,,,Av-ODv7-hV12If005Pj6wA,,,,,,"[u'Automotive', u'Auto Repair', u'Tires', u'Oil Change Stations']",,Precision Tune Auto Care,,,,-80.876679,,,,1,,,,,,,8:00-18:00,,8:00-17:00,14,,,,,,,NC,,,True,,,,,,,,10515 B Centrum Parkway,,,,,,,,,,,,,,,
,True,,,False,False,,,15224,,8:00-12:00,,Pittsburgh,,,8:00-12:00,,True,,,False,,,3.0,40.4613503,none,1,False,True,False,HmI9nhgOkrXlUr6KZGZZew,False,False,False,False,False,"[u'Sandwiches', u'Restaurants', u'Italian', u'Diners', u'Breakfast & Brunch', u'Mexican']",False,Rocky's,False,,,-79.9481126,False,False,,1,False,,Bloomfield,False,,,,,8:00-12:00,15,True,loud,,,,,PA,,,True,,False,no,False,,,True,4759 Liberty Ave,casual,8:00-12:00,,,,False,,False,,False,,False,True,True,False
,,,,False,,,,L5W 0E6,,,,Mississauga,,,,,True,,,,,,2.5,43.6392362,,2,,,,qnpvw-uQyRn9nlClWFK9aA,,,,,True,"[u'Chicken Wings', u'Restaurants']",,Wild Wing,,,,-79.716199,,,,1,,,Meadowvale Village,,,,,,,6,,average,,,,,ON,,,True,,True,free,,,,,7070 Saint Barbara Boulevard,casual,,,,,,,True,,,,,True,,True
,,,,,,,,85234,,,,Gilbert,,,,,,,,,,,5.0,33.3702018,,,,,,igcy3ojJbgbpS8K70gvFQg,,,,,,"[u'Life Coach', u'Health & Medical', u'Professional Services', u'Reiki', u'Naturopathic/Holistic', u'Hypnosis/Hypnotherapy', u'Counseling & Mental Health', u'Doctors']",,Direct Mindpower,,,,-111.7894471,,,,1,,,,,,,,,,33,,,,,,,AZ,,,,,,,,,,,"1111 N Gilbert Rd, Ste 212A",,,,,True,,,,,,,,,,
8:00-17:00,,,,,,,,85209,,8:00-17:00,,Mesa,,,8:00-17:00,,,,,,,8:00-17:00,5.0,33.3778915405,,,,,,5Ghe0btvM7tXqANnhNB5eg,,,,,,"[u'Advertising', u'Marketing', u'Professional Services', u'Local Services', u'Business Consulting']",,Premiere Social Media,,,,-111.635017395,,,,1,,,,,,,8:00-17:00,,8:00-17:00,8,,,,,,,AZ,,,,,,,,,,,,,8:00-17:00,,,,,,,,,,,,,
12:00-1:00,,False,,,False,False,False,EH1 3AT,outdoor,12:00-1:00,,Edinburgh,,False,12:00-1:00,,,False,,False,,12:00-1:00,4.0,55.9544861402,full_bar,2,False,,,vvB8ebrUsjfNqwWjk4G4OQ,,False,,,True,"[u'Pubs', u'Nightlife', u'Bars']",,Black Bull Tavern,False,,False,-3.1871370799,False,False,False,1,False,False,,False,False,False,12:00-1:00,False,12:00-1:00,14,,loud,False,,,True,EDH,False,False,True,,True,,,,,False,43 Leith Street,,12:30-1:00,False,False,,,,,False,False,True,False,,True,False
,,,,,,,,M5S 3H3,,,,Toronto,,,,,True,,,,,,4.0,43.6636694,,,,,,l9ABoPi9j_pH9588tk0-6w,,,,,,"[u'Arts & Entertainment', u'Performing Arts']",,Hart House Theatre,,,,-79.3946869,,,,1,,,University of Toronto,,,,,,,8,,,,,,,ON,,,,,,,,,,,7 Hart House Circle,,,,,,,,,,,,,,,
12:00-21:00,,,,,,,,H2X 3K4,,12:00-21:00,,Montréal,,,12:00-21:00,,,,,,,12:00-21:00,4.0,45.5152786,,2,,,,eW9vw2fE_6EuTWErZRo3mQ,,,False,,,"[u'Toy Stores', u'Hobby Shops', u'Shopping']",,Chez Geeks Hobby Gaming Store,False,,,-73.5635483,,False,,1,,,Ville-Marie,False,,,12:00-21:00,,12:00-17:00,3,,,,,,,QC,,,True,,,,,,,True,1663 St-Denis,,12:00-17:00,,,,,,,,,,,,True,
9:00-21:00,,,,,,,,15206,,9:00-21:00,,Pittsburgh,,,9:00-21:00,,True,,,,,9:00-21:00,3.5,40.4602389,,1,,,,ZFGYEsHFo6G4KtlTpYmMRQ,,,False,,,"[u""Men's Hair Salons"", u'Hair Stylists', u'Beauty & Spas', u'Hair Salons']",,Great Clips,False,,,-79.9246243,,False,,1,,,Shadyside,False,,,9:00-21:00,,9:00-18:00,10,,,,,,,PA,,,True,,,,,,,True,6021 Centre Ave,,10:00-17:00,,,False,,,,,,,,,True,
10:00-20:00,,,,,,,,85254,,10:00-20:00,,Scottsdale,,,10:00-20:00,,,,,,,10:00-20:00,3.5,33.623655,,,,,,ATsUb_sLzDSZkIoBdoO_mg,,,,,,"[u'Home Services', u'Shades & Blinds']",,The Shade Store®,,,,-111.925137,,,,1,,,,,,,10:00-20:00,,10:00-20:00,11,,,,,,,AZ,,,True,,,,,,,,"15323 N. Scottsdale Rd, Ste 110",,12:00-18:00,,,False,,,,,,,,,,
10:00-19:00,,,,,,,,44116,,10:00-19:00,,Rocky River,,,10:00-19:00,,True,,,,,10:00-19:00,2.5,41.459468,,3,,,,-PtTGvWsckUL8tTutHr6Ew,,,False,,,"[u'Beauty & Spas', u'Hair Salons']",,Snip-its Rocky River,False,,,-81.8587383,,True,,1,,,,False,,,10:00-19:00,,9:00-17:30,18,,,,,,,OH,,,True,,,,,,,False,21609 Center Ridge Rd,,10:00-16:00,,,False,,,,,,,,,,
11:00-22:00,False,,,False,False,,,53704,,11:00-22:00,,Madison,,,11:00-22:00,,True,,,True,,11:00-23:00,3.0,43.128034,full_bar,2,False,True,False,TXiEgINSZ75d3EtvLvkc4Q,False,False,False,False,True,"[u'Restaurants', u'Seafood', u'American (Traditional)']",False,Red Lobster,False,,,-89.307157,False,True,,1,False,,,False,,True,11:00-22:00,,11:00-23:00,45,False,average,,,,,WI,,,True,,True,no,True,,,False,4502 East Towne Blvd,casual,11:00-22:00,,,,False,,True,,False,,False,True,True,False
,,,,False,False,,,L1V 1V9,,,,Pickering,,,,,True,,,True,,,3.0,43.8343514,full_bar,2,False,True,False,KW4y7uDGjVfU3ClkEjIGhg,False,False,False,True,True,"[u'Burgers', u'Restaurants']",False,The Works,False,,,-79.0901353,False,True,,1,False,,,False,,,,,,41,False,average,,,,,ON,,,True,False,False,no,True,,,False,1794 Liverpool Road,casual,,,,,False,,True,,False,,False,True,True,False
8:00-17:00,,,,,,,,85204,,8:00-17:00,,Mesa,,,8:00-17:00,,True,,,,,8:00-17:00,4.5,33.3891805,,,,,,s_6WYPw3t50el2fSuh9k8w,,,,,,"[u'Local Services', u'Health & Medical', u'Community Service/Non-Profit', u'Hiking', u'Behavior Analysts', u'Active Life', u'Counseling & Mental Health']",,Anasazi Foundation,,,,-111.8058306,,,,1,,,,,,,8:00-17:00,,,9,,,,,,,AZ,,,,,,,,,,,1424 S Stapley Dr,,,,,True,,,,,,,,,,
11:00-0:00,,False,,False,True,,False,L4B 4L9,no,11:00-0:00,,Richmond Hill,,False,11:00-23:00,,True,False,,True,,11:00-1:00,2.5,43.8419930049,full_bar,2,False,True,False,reWc1g65PNZnKz_Ub9QKOQ,True,False,False,False,True,"[u'Comfort Food', u'Canadian (New)', u'Restaurants', u'Bars', u'Nightlife', u'American (Traditional)']",True,Milestones Restaurants,False,,True,-79.4293430602,False,False,False,1,False,False,,False,False,,11:00-23:00,False,10:00-1:00,51,False,average,False,,,True,ON,False,False,True,,True,free,False,,,True,30 High Tech Rd,casual,10:00-23:00,False,False,,False,,True,False,False,False,False,True,True,True
,,,,False,False,,,L4B 3Z1,,,,Richmond Hill,,,,,True,,,False,,,4.0,43.8434745276,none,2,False,,False,L1XHTn7S-6har9UGAPjcWQ,False,False,,False,True,"[u'Taiwanese', u'Food', u'Coffee & Tea', u'Restaurants']",False,Papa Chang's Tea Bistro,,,,-79.3876864761,False,,,1,False,,,,,,,,,4,False,,,,,,ON,,,,,True,no,False,,,,"280 W Beaver Creek Road, Unit 30",casual,,,,,,,False,,False,,False,True,,False
11:00-23:00,False,False,,False,False,,False,53562,outdoor,11:00-23:00,,Middleton,,False,11:00-23:00,,True,False,False,True,,11:00-0:00,3.0,43.097806,full_bar,2,False,True,False,PV9CdNFDOX4_zWm3Sy3W8g,False,False,False,False,True,"[u'Burgers', u'Chicken Wings', u'Bars', u'Restaurants', u'American (Traditional)', u'Nightlife']",False,Quaker Steak & Lube,False,,True,-89.519217,False,True,False,1,False,False,,False,False,True,11:00-23:00,False,10:00-0:00,117,False,average,False,,,False,WI,False,True,True,True,True,free,True,no,,True,2259 Deming Way,casual,10:00-22:00,True,False,,True,,True,False,False,False,False,True,True,True
10:00-21:00,,,,,,,,44122,,10:00-21:00,,Beachwood,,,10:00-21:00,,,,,,,10:00-21:00,3.0,41.4994869262,,3,,,,8E5l83iGubQmtivb24TL_Q,,,False,,,"[u'Fashion', u'Shoe Stores', u'Jewelry', u'Accessories', u""Women's Clothing"", u'Shopping', u""Men's Clothing"", u'Department Stores']",,Saks Fifth Avenue,False,,,-81.4941790329,,False,,1,,,,False,,,10:00-21:00,,10:00-21:00,25,,,,,,,OH,,,True,,,,,,,False,26100 Cedar Rd,,12:00-18:00,,,,,,,,,,,,True,
14:00-2:00,,,,False,,,False,M4L 2B5,outdoor,14:00-2:00,,Toronto,,,14:00-2:00,,False,False,,,,14:00-2:00,4.0,43.6780488,full_bar,1,,,,qim0lD112TkDhm8ZyQlRnA,,,False,,False,"[u'Pubs', u'Restaurants', u'Bars', u'Irish', u'Nightlife']",,McCarthy's Irish Pub,False,,,-79.3147736,,False,False,0,,,Upper Beach,False,True,,14:00-2:00,,14:00-2:00,5,,,,,,False,ON,True,False,,,True,,,,,False,1801 Gerrard Street E,casual,14:00-2:00,False,,,,,False,,,,,,,
10:00-0:00,,,,,,,,89103,,10:00-0:00,,Las Vegas,,,10:00-0:00,,,,,,,10:00-0:00,4.5,36.115465,,1,,,,xmY0pzNvZKEzuN0XEqeV5w,,,False,,,"[u'Massage', u'Beauty & Spas', u'Reflexology', u'Health & Medical']",,QQ Foot Spa,False,,,-115.226764,,False,,1,,,,False,,False,10:00-0:00,,10:00-0:00,20,,,,,,,NV,,,True,,,,,,,False,6162 W Flamingo Rd,,10:00-0:00,,,False,,False,,,,,,,True,
7:30-17:00,,,,,,,,89103,,7:30-17:00,,Las Vegas,,,7:30-17:00,,,,,,,7:30-17:00,5.0,36.115074,,,,,,aj1C0D7hniEPpsTidbCQIg,,,,,,"[u'Auto Insurance', u'Body Shops', u'Auto Repair', u'Insurance', u'Automotive', u'Financial Services']",,Express Collision Center,,,,-115.2056,,,,1,,,,,,,7:30-17:00,,,54,,,,,,,NV,,,True,,,,,,,,4755 W Flamingo Rd,,,,,,,,,,,,,,,
8:00-18:00,,,,,,,,85021,,8:00-18:00,,Phoenix,,,8:00-18:00,,,,,,,8:00-18:00,3.0,33.5552131,,,,,,9tIYh_c2Yynt2N65epRJ1w,,,,,,"[u'Local Services', u'Shipping Centers', u'Printing Services', u'Public Services & Government', u'Notaries', u'Post Offices']",,The UPS Store,,,,-112.1005387,,,,1,,,,,,,8:00-18:00,,9:00-17:00,9,,,,,,,AZ,,,True,,,,,,,,8050 N 19th Ave,,11:00-15:00,,,,,,,,,,,,,
10:00-1:00,False,,,True,False,,,85225,,10:00-1:00,,Chandler,,,10:00-1:00,,True,,,False,,10:00-2:00,2.5,33.3350578,none,1,False,False,False,HRFJlSAP_EBU_MpPPmpUDQ,False,False,False,True,False,"[u'Chicken Wings', u'Sandwiches', u'Restaurants', u'Pizza']",False,Domino's Pizza,False,,,-111.8430762,False,False,,1,False,,,False,,,10:00-1:00,,10:00-2:00,20,False,quiet,,,,,AZ,,,True,,False,no,False,,,False,25 W Warner Rd,casual,10:00-1:00,,,,False,,False,,False,,False,True,False,False
9:00-21:00,,,,,,,,L1S 2C8,,9:00-21:00,,Ajax,,,9:00-21:00,,,,,,,9:00-18:00,2.5,43.8443653,,,,,,5-7EItFT0a7SOlpjwE39_g,,,,,,"[u'Automotive', u'Car Dealers', u'Auto Repair']",,Sisley Hyundai,,,,-79.0381421,,,,0,,,,,,,9:00-21:00,,9:00-18:00,3,,,,,,,ON,,,,,,,,,,,170 Westney Road S,,,,,,,,,,,,,,,
,,,,False,,,,M6H 3Z5,,,,Toronto,,,,,,,,,,,3.0,43.6624007,,1,,,,kEq7eudoX5qdcaSLAq3axw,,,False,,,"[u'Bakeries', u'Food']",,Paris Bakery & Pastry,False,,,-79.444706,,False,,1,,,Wallace Emerson,False,,,,,,16,,,,,,,ON,,,False,,,,,,,True,654 Lansdowne Ave,,,,,,,,,,,,,True,True,
,,,,,,,,M6A 3B4,,,,North York,,,,,,,,,,,3.5,43.7166569,,2,,,,UZShf6G75npKCCjiHsf46Q,,,False,,,"[u'Food', u'Grocery']",,Fortinos Supermarket,False,,,-79.4472576,,True,,1,,,,False,,,,,,9,,,,,,,ON,,,True,,,,,,,False,700 Lawrence Ave W,,,,,,,,,,,,,True,True,
6:00-21:00,,,,,,,,85085,,6:00-21:00,,Phoenix,,,6:00-21:00,,,,,,,6:00-21:00,3.5,33.7123683,,2,,,,4irpCt5a5Sa72kIGyTmJ1Q,,,False,,,"[u'Home & Garden', u'Hardware Stores', u'Appliances', u'Home Services', u'Home Decor', u'Building Supplies', u'Shopping']",,Lowe's Home Improvement,False,,,-112.1096688,,False,,1,,,,False,,,6:00-21:00,,6:00-21:00,29,,,,,,,AZ,,,True,,,,,,,False,"2501 W Happy Valley Rd, Bldg 40",,8:00-20:00,,,False,,,,,,,,,True,
8:00-18:00,,,,,,,,44130,,8:00-20:00,,Parma Heights,,,8:00-18:00,,,,,,,8:00-18:00,3.5,41.3830675,,,,,,KhPCS4OAr9po5hMtFhDvmg,,,,,,"[u'Oil Change Stations', u'Auto Repair', u'Automotive', u'Tires', u'Motorcycle Repair']",,Rad Air Complete Car Care and Tire Centers,,,,-81.7760369,,,,1,,,,,,,8:00-20:00,,8:00-12:00,3,,,,,,,OH,,,True,,,,,,,,6565 Pearl Rd,,,,,,,,,,,,,,,
9:00-17:00,,,,,,,,89134,,9:00-17:00,,Las Vegas,,,9:00-17:00,,,,,,,9:00-18:00,2.5,36.206763,,,,,,45arahaS6jTtYBw_STLDXg,,,,,,"[u'Financial Services', u'Banks & Credit Unions']",,Wells Fargo Bank,,,,-115.3007233,,,,1,,,Summerlin,,,,9:00-17:00,,10:00-14:00,4,,,,,,,NV,,,,,,,,,,,9410 W Lake Mead Blvd,,,,,,,,,,,,,,,
10:00-21:00,,,False,,,,,15136,,10:00-21:00,True,Mc Kees Rocks,True,,10:00-21:00,True,,,,,False,10:00-17:00,4.5,40.4696929,,,,,,L2fkc0j8rkEXc1bMO8-uGQ,,,False,,,"[u'Skin Care', u'Hair Salons', u'Beauty & Spas', u'Hair Removal', u'Waxing', u'Nail Salons', u'Massage']",,Bella Christine Salon and Spa,False,,,-80.1365374,,True,,1,,,,False,,True,,,9:15-16:00,3,,,,True,True,,PA,,,True,,,,,,False,False,1227 Silver Ln,,,,,True,,,,,,,,,,
